id	label	length	num_loops	max_loop_size	bulge_count	bulge_chain_count	bulge_density	mfe
shuffle_Hsa-Mir-199-P3-v1_pre_0	0	63	8	10	8.0	7.0	0.12698412698412698	-12.2
shuffle_Hsa-Mir-199-P3-v1_pre_2	0	63	5	15	5.0	4.0	0.07936507936507936	-12.7
shuffle_Hsa-Mir-202_pre_7	0	58	5	8	5.0	4.0	0.08620689655172414	-9.3
shuffle_Hsa-Mir-203-v1_pre_4	0	60	7	8	7.0	6.0	0.11666666666666667	-7.5
shuffle_Hsa-Mir-204-P2_pre_1	0	60	8	4	8.0	7.0	0.13333333333333333	-14.3
shuffle_Hsa-Mir-204-P2_pre_6	0	60	8	14	8.0	7.0	0.13333333333333333	-8.6
shuffle_Hsa-Mir-204-P2_pre_7	0	60	7	9	7.0	6.0	0.11666666666666667	-10.6
shuffle_Hsa-Mir-204-P2_pre_8	0	60	6	5	6.0	5.0	0.1	-8.3
shuffle_Hsa-Mir-208-P1-v1_pre_0	0	57	5	14	5.0	4.0	0.08771929824561403	-8.1
shuffle_Hsa-Mir-208-P1-v1_pre_5	0	57	5	9	5.0	4.0	0.08771929824561403	-4.8
shuffle_Hsa-Mir-208-P1-v1_pre_6	0	57	5	4	5.0	4.0	0.08771929824561403	-11.9
shuffle_Hsa-Mir-208-P1-v1_pre_7	0	57	4	10	4.0	3.0	0.07017543859649122	-8.0
shuffle_Hsa-Mir-208-P2_pre_4	0	57	10	4	10.0	9.0	0.17543859649122806	-11.7
shuffle_Hsa-Mir-208-P2_pre_7	0	57	3	7	3.0	2.0	0.05263157894736842	-9.0
shuffle_Hsa-Mir-210_pre_7	0	60	8	8	8.0	7.0	0.13333333333333333	-15.3
shuffle_Hsa-Mir-210_pre_8	0	60	8	6	8.0	7.0	0.13333333333333333	-16.6
shuffle_Hsa-Mir-214-v1_pre_6	0	63	7	6	7.0	6.0	0.1111111111111111	-10.0
shuffle_Hsa-Mir-214-v1_pre_8	0	63	9	10	9.0	8.0	0.14285714285714285	-11.3
shuffle_Hsa-Mir-216-P2a_pre_1	0	62	4	19	4.0	3.0	0.06451612903225806	-7.6
shuffle_Hsa-Mir-216-P2a_pre_2	0	62	7	11	7.0	6.0	0.11290322580645161	-7.9
shuffle_Hsa-Mir-216-P2a_pre_6	0	62	7	9	7.0	6.0	0.11290322580645161	-7.7
shuffle_Hsa-Mir-216-P2b_pre_1	0	62	5	4	5.0	4.0	0.08064516129032258	-12.2
shuffle_Hsa-Mir-216-P2b_pre_3	0	62	5	8	5.0	4.0	0.08064516129032258	-7.9
shuffle_Hsa-Mir-217-v1_pre_0	0	59	8	5	8.0	7.0	0.13559322033898305	-9.0
shuffle_Hsa-Mir-218-P2_pre_3	0	64	5	5	5.0	4.0	0.078125	-14.0
shuffle_Hsa-Mir-218-P4_pre_1	0	64	8	9	8.0	7.0	0.125	-9.7
shuffle_Hsa-Mir-218-P4_pre_3	0	64	8	5	8.0	7.0	0.125	-16.2
shuffle_Hsa-Mir-218-P4_pre_4	0	64	5	9	5.0	4.0	0.078125	-13.5
shuffle_Hsa-Mir-219-P2_pre_7	0	65	6	6	6.0	5.0	0.09230769230769231	-12.8
shuffle_Hsa-Mir-219-P2-as_pre_0	0	65	5	7	5.0	4.0	0.07692307692307693	-17.0
shuffle_Hsa-Mir-219-P2-as_pre_3	0	65	7	8	7.0	6.0	0.1076923076923077	-14.3
shuffle_Hsa-Mir-219-P2-as_pre_5	0	65	8	5	8.0	7.0	0.12307692307692308	-17.4
shuffle_Hsa-Mir-219-P2-as_pre_7	0	65	6	6	6.0	5.0	0.09230769230769231	-16.3
shuffle_Hsa-Mir-219-P2-as_pre_9	0	65	8	4	8.0	7.0	0.12307692307692308	-12.0
shuffle_Hsa-Mir-219-P3_pre_1	0	63	5	6	5.0	4.0	0.07936507936507936	-17.2
shuffle_Hsa-Mir-219-P3_pre_2	0	63	6	8	6.0	5.0	0.09523809523809523	-15.3
shuffle_Hsa-Mir-219-P3_pre_3	0	63	6	10	6.0	5.0	0.09523809523809523	-17.5
shuffle_Hsa-Mir-219-P3_pre_5	0	63	5	11	5.0	4.0	0.07936507936507936	-12.7
shuffle_Hsa-Mir-221-P1a_pre_8	0	64	6	10	6.0	5.0	0.09375	-12.1
shuffle_Hsa-Mir-221-P2a_pre_5	0	63	5	8	5.0	4.0	0.07936507936507936	-19.0
shuffle_Hsa-Mir-221-P2a_pre_8	0	63	8	4	8.0	7.0	0.12698412698412698	-7.9
shuffle_Hsa-Mir-221-P2a_pre_9	0	63	10	8	10.0	9.0	0.15873015873015872	-10.8
shuffle_Hsa-Mir-224_pre_2	0	69	7	6	7.0	6.0	0.10144927536231885	-16.3
shuffle_Hsa-Mir-224_pre_4	0	69	7	5	7.0	6.0	0.10144927536231885	-9.7
shuffle_Hsa-Mir-224_pre_5	0	69	8	5	8.0	7.0	0.11594202898550725	-13.9
shuffle_Hsa-Mir-224_pre_8	0	69	6	5	6.0	5.0	0.08695652173913043	-14.3
shuffle_Hsa-Mir-296_pre_2	0	56	8	5	8.0	7.0	0.14285714285714285	-11.9
shuffle_Hsa-Mir-296_pre_3	0	56	6	7	6.0	5.0	0.10714285714285714	-14.9
shuffle_Hsa-Mir-296_pre_7	0	56	10	4	10.0	9.0	0.17857142857142858	-15.3
shuffle_Hsa-Mir-320-P1_pre_8	0	54	3	7	3.0	2.0	0.05555555555555555	-22.0
shuffle_Hsa-Mir-320-P2a_pre_1	0	54	4	8	4.0	3.0	0.07407407407407407	-10.5
shuffle_Hsa-Mir-320-P2b_pre_2	0	53	6	4	6.0	5.0	0.11320754716981132	-10.5
shuffle_Hsa-Mir-320-P3_pre_5	0	54	6	7	6.0	5.0	0.1111111111111111	-15.4
shuffle_Hsa-Mir-320-P3_pre_6	0	54	7	5	7.0	6.0	0.12962962962962962	-16.4
shuffle_Hsa-Mir-320-P3_pre_8	0	54	3	8	3.0	2.0	0.05555555555555555	-17.8
shuffle_Hsa-Mir-320-P4_pre_2	0	54	8	8	8.0	7.0	0.14814814814814814	-13.0
shuffle_Hsa-Mir-320-P4_pre_7	0	54	2	5	2.0	1.0	0.037037037037037035	-8.2
shuffle_Hsa-Mir-320-P4_pre_8	0	54	5	7	5.0	4.0	0.09259259259259259	-12.7
shuffle_Hsa-Mir-320-P4_pre_9	0	54	5	5	5.0	4.0	0.09259259259259259	-11.6
shuffle_Hsa-Mir-324_pre_2	0	57	5	6	5.0	4.0	0.08771929824561403	-14.0
shuffle_Hsa-Mir-324_pre_4	0	57	4	9	4.0	3.0	0.07017543859649122	-16.0
shuffle_Hsa-Mir-324_pre_5	0	57	6	6	6.0	5.0	0.10526315789473684	-23.0
shuffle_Hsa-Mir-325_pre_1	0	60	5	9	5.0	4.0	0.08333333333333333	-7.5
shuffle_Hsa-Mir-325_pre_3	0	60	4	4	4.0	3.0	0.06666666666666667	-17.4
shuffle_Hsa-Mir-326_pre_0	0	60	6	9	6.0	5.0	0.1	-23.0
shuffle_Hsa-Mir-326_pre_1	0	60	9	5	9.0	8.0	0.15	-20.1
shuffle_Hsa-Mir-326_pre_7	0	60	4	3	4.0	3.0	0.06666666666666667	-22.6
shuffle_Hsa-Mir-326_pre_8	0	60	8	8	8.0	7.0	0.13333333333333333	-17.2
shuffle_Hsa-Mir-328_pre_2	0	61	8	6	8.0	7.0	0.13114754098360656	-21.9
shuffle_Hsa-Mir-328_pre_3	0	61	5	5	5.0	4.0	0.08196721311475409	-26.7
shuffle_Hsa-Mir-328_pre_4	0	61	9	7	9.0	8.0	0.14754098360655737	-18.0
shuffle_Hsa-Mir-328_pre_5	0	61	3	12	3.0	2.0	0.04918032786885246	-28.9
shuffle_Hsa-Mir-328_pre_7	0	61	8	4	8.0	7.0	0.13114754098360656	-25.8
shuffle_Hsa-Mir-330-v1_pre_7	0	64	8	8	8.0	7.0	0.125	-12.0
shuffle_Hsa-Mir-330-v1_pre_8	0	64	8	8	8.0	7.0	0.125	-17.1
shuffle_Hsa-Mir-331_pre_2	0	56	9	7	9.0	8.0	0.16071428571428573	-11.6
shuffle_Hsa-Mir-331_pre_6	0	56	5	6	5.0	4.0	0.08928571428571429	-15.0
shuffle_Hsa-Mir-331_pre_8	0	56	7	11	7.0	6.0	0.125	-10.8
shuffle_Hsa-Mir-335_pre_1	0	58	6	6	6.0	5.0	0.10344827586206896	-5.0
shuffle_Hsa-Mir-337-v1_pre_0	0	60	6	5	6.0	5.0	0.1	-9.8
shuffle_Hsa-Mir-337-v1_pre_5	0	60	3	7	3.0	2.0	0.05	-8.2
shuffle_Hsa-Mir-339_pre_0	0	58	4	11	4.0	3.0	0.06896551724137931	-19.5
shuffle_Hsa-Mir-339_pre_2	0	58	5	8	5.0	4.0	0.08620689655172414	-22.8
shuffle_Hsa-Mir-340_pre_7	0	65	7	5	7.0	6.0	0.1076923076923077	-10.6
shuffle_Hsa-Mir-342_pre_3	0	67	7	6	7.0	6.0	0.1044776119402985	-11.7
shuffle_Hsa-Mir-346_pre_4	0	60	5	8	5.0	4.0	0.08333333333333333	-26.7
shuffle_Hsa-Mir-361-v1_pre_4	0	64	4	6	4.0	3.0	0.0625	-13.9
shuffle_Hsa-Mir-362-P3a-v1_pre_0	0	62	7	6	7.0	6.0	0.11290322580645161	-11.5
shuffle_Hsa-Mir-362-P3a-v1_pre_3	0	62	9	5	9.0	8.0	0.14516129032258066	-12.1
shuffle_Hsa-Mir-362-P3a-v1_pre_4	0	62	9	4	9.0	8.0	0.14516129032258066	-11.0
shuffle_Hsa-Mir-362-P3a-v1_pre_7	0	62	5	5	5.0	4.0	0.08064516129032258	-12.8
shuffle_Hsa-Mir-362-P3b_pre_0	0	62	7	7	7.0	6.0	0.11290322580645161	-15.3
shuffle_Hsa-Mir-362-P3b_pre_2	0	62	6	8	6.0	5.0	0.0967741935483871	-10.2
shuffle_Hsa-Mir-362-P4_pre_6	0	59	5	9	5.0	4.0	0.0847457627118644	-11.1
shuffle_Hsa-Mir-362-P6_pre_5	0	60	8	5	8.0	7.0	0.13333333333333333	-14.0
shuffle_Hsa-Mir-362-P6_pre_9	0	60	7	8	7.0	6.0	0.11666666666666667	-10.5
shuffle_Hsa-Mir-370_pre_0	0	57	8	5	8.0	7.0	0.14035087719298245	-17.3
shuffle_Hsa-Mir-370_pre_3	0	57	11	4	11.0	10.0	0.19298245614035087	-14.4
shuffle_Hsa-Mir-374-P1_pre_0	0	52	3	14	3.0	2.0	0.057692307692307696	-2.5
shuffle_Hsa-Mir-374-P1_pre_4	0	52	1	6	1.0	0.0	0.019230769230769232	-2.0
shuffle_Hsa-Mir-374-P1_pre_7	0	52	2	8	2.0	1.0	0.038461538461538464	-7.7
shuffle_Hsa-Mir-374-P2_pre_1	0	52	2	12	2.0	1.0	0.038461538461538464	-5.3
shuffle_Hsa-Mir-374-P2_pre_9	0	52	5	6	5.0	4.0	0.09615384615384616	-5.9
shuffle_Hsa-Mir-375_pre_0	0	57	5	6	5.0	4.0	0.08771929824561403	-17.9
shuffle_Hsa-Mir-375_pre_4	0	57	6	10	6.0	5.0	0.10526315789473684	-22.3
shuffle_Hsa-Mir-376-P1_pre_0	0	58	6	9	6.0	5.0	0.10344827586206896	-9.9
shuffle_Hsa-Mir-376-P1_pre_1	0	58	5	7	5.0	4.0	0.08620689655172414	-10.2
shuffle_Hsa-Mir-376-P1_pre_5	0	58	7	8	7.0	6.0	0.1206896551724138	-9.3
shuffle_Hsa-Mir-376-P2_pre_2	0	58	3	6	3.0	2.0	0.05172413793103448	-8.9
shuffle_Hsa-Mir-376-P2_pre_5	0	58	8	9	8.0	7.0	0.13793103448275862	-5.0
shuffle_Hsa-Mir-376-P3_pre_0	0	58	4	10	4.0	3.0	0.06896551724137931	-6.6
shuffle_Hsa-Mir-376-P3_pre_8	0	58	3	16	3.0	2.0	0.05172413793103448	-8.7
shuffle_Hsa-Mir-376-P5_pre_2	0	58	2	5	2.0	1.0	0.034482758620689655	-7.7
shuffle_Hsa-Mir-378_pre_1	0	60	8	8	8.0	7.0	0.13333333333333333	-15.4
shuffle_Hsa-Mir-378_pre_2	0	60	8	6	8.0	7.0	0.13333333333333333	-12.2
shuffle_Hsa-Mir-378_pre_6	0	60	6	10	6.0	5.0	0.1	-8.6
shuffle_Hsa-Mir-383-v1_pre_5	0	62	7	10	7.0	6.0	0.11290322580645161	-10.0
shuffle_Hsa-Mir-421-P1-v1_pre_1	0	63	5	5	5.0	4.0	0.07936507936507936	-11.3
shuffle_Hsa-Mir-421-P1-v1_pre_4	0	63	9	4	9.0	8.0	0.14285714285714285	-8.8
shuffle_Hsa-Mir-421-P2_pre_1	0	57	5	7	5.0	4.0	0.08771929824561403	-5.2
shuffle_Hsa-Mir-421-P2_pre_4	0	57	5	5	5.0	4.0	0.08771929824561403	-9.5
shuffle_Hsa-Mir-423_pre_1	0	59	3	6	3.0	2.0	0.05084745762711865	-13.2
shuffle_Hsa-Mir-423_pre_2	0	59	9	4	9.0	8.0	0.15254237288135594	-17.1
shuffle_Hsa-Mir-423_pre_6	0	59	6	5	6.0	5.0	0.1016949152542373	-12.4
shuffle_Hsa-Mir-423_pre_8	0	59	5	8	5.0	4.0	0.0847457627118644	-14.9
shuffle_Hsa-Mir-425_pre_0	0	63	6	7	6.0	5.0	0.09523809523809523	-16.1
shuffle_Hsa-Mir-425_pre_2	0	63	10	4	10.0	9.0	0.15873015873015872	-16.3
shuffle_Hsa-Mir-425_pre_7	0	63	9	8	9.0	8.0	0.14285714285714285	-13.6
shuffle_Hsa-Mir-430-P1_pre_0	0	59	7	6	7.0	6.0	0.11864406779661017	-8.7
shuffle_Hsa-Mir-430-P1_pre_4	0	59	7	8	7.0	6.0	0.11864406779661017	-16.0
shuffle_Hsa-Mir-430-P3_pre_4	0	61	6	3	6.0	5.0	0.09836065573770492	-9.4
shuffle_Hsa-Mir-430-P3_pre_5	0	61	7	5	7.0	6.0	0.11475409836065574	-7.6
shuffle_Hsa-Mir-430-P4_pre_2	0	61	7	5	7.0	6.0	0.11475409836065574	-10.1
shuffle_Hsa-Mir-430-P4_pre_3	0	61	6	10	6.0	5.0	0.09836065573770492	-13.0
shuffle_Hsa-Mir-430-P4_pre_7	0	61	7	9	7.0	6.0	0.11475409836065574	-11.3
shuffle_Hsa-Mir-430-P5_pre_3	0	59	3	5	3.0	2.0	0.05084745762711865	-8.4
shuffle_Hsa-Mir-430-P6_pre_1	0	59	4	11	4.0	3.0	0.06779661016949153	-9.6
shuffle_Hsa-Mir-430-P6_pre_7	0	59	4	4	4.0	3.0	0.06779661016949153	-18.1
shuffle_Hsa-Mir-430-P6_pre_8	0	59	5	6	5.0	4.0	0.0847457627118644	-10.0
shuffle_Hsa-Mir-430-P7_pre_9	0	61	7	5	7.0	6.0	0.11475409836065574	-17.6
shuffle_Hsa-Mir-430-P8a_pre_5	0	58	6	4	6.0	5.0	0.10344827586206896	-12.5
shuffle_Hsa-Mir-430-P8a_pre_7	0	58	5	6	5.0	4.0	0.08620689655172414	-17.3
shuffle_Hsa-Mir-430-P8b_pre_4	0	58	6	6	6.0	5.0	0.10344827586206896	-17.0
shuffle_Hsa-Mir-430-P9_pre_5	0	56	6	5	6.0	5.0	0.10714285714285714	-10.6
shuffle_Hsa-Mir-430-P9_pre_6	0	56	7	4	7.0	6.0	0.125	-13.3
shuffle_Hsa-Mir-430-P9_pre_7	0	56	5	6	5.0	4.0	0.08928571428571429	-10.0
shuffle_Hsa-Mir-430-P9_pre_9	0	56	5	7	5.0	4.0	0.08928571428571429	-9.3
shuffle_Hsa-Mir-430-P10_pre_9	0	60	3	7	3.0	2.0	0.05	-14.7
shuffle_Hsa-Mir-430-P12a_pre_3	0	59	5	6	5.0	4.0	0.0847457627118644	-10.7
shuffle_Hsa-Mir-430-P12a_pre_4	0	59	3	8	3.0	2.0	0.05084745762711865	-9.3
shuffle_Hsa-Mir-430-P12a_pre_8	0	59	4	6	4.0	3.0	0.06779661016949153	-8.3
shuffle_Hsa-Mir-430-P12b_pre_3	0	59	7	10	7.0	6.0	0.11864406779661017	-8.0
shuffle_Hsa-Mir-430-P13_pre_3	0	59	6	7	6.0	5.0	0.1016949152542373	-10.7
shuffle_Hsa-Mir-430-P13_pre_7	0	59	8	8	8.0	7.0	0.13559322033898305	-7.3
shuffle_Hsa-Mir-430-P14_pre_4	0	61	6	12	6.0	5.0	0.09836065573770492	-11.0
shuffle_Hsa-Mir-430-P14_pre_6	0	61	5	12	5.0	4.0	0.08196721311475409	-9.8
shuffle_Hsa-Mir-430-P14_pre_7	0	61	7	4	7.0	6.0	0.11475409836065574	-12.0
shuffle_Hsa-Mir-430-P14_pre_8	0	61	8	6	8.0	7.0	0.13114754098360656	-12.1
shuffle_Hsa-Mir-430-P14_pre_9	0	61	10	7	10.0	9.0	0.16393442622950818	-9.9
shuffle_Hsa-Mir-430-P15_pre_6	0	60	9	3	9.0	8.0	0.15	-6.7
shuffle_Hsa-Mir-430-P16b_pre_8	0	59	5	13	5.0	4.0	0.0847457627118644	-7.3
shuffle_Hsa-Mir-430-P16b_pre_9	0	59	4	5	4.0	3.0	0.06779661016949153	-10.9
shuffle_Hsa-Mir-430-P17_pre_1	0	59	3	8	3.0	2.0	0.05084745762711865	-15.0
shuffle_Hsa-Mir-430-P17_pre_6	0	59	2	9	2.0	1.0	0.03389830508474576	-13.8
shuffle_Hsa-Mir-430-P18_pre_3	0	59	4	6	4.0	3.0	0.06779661016949153	-13.3
shuffle_Hsa-Mir-430-P19_pre_7	0	60	9	4	9.0	8.0	0.15	-12.8
shuffle_Hsa-Mir-430-P19_pre_9	0	60	7	8	7.0	6.0	0.11666666666666667	-11.9
shuffle_Hsa-Mir-430-P20_pre_0	0	59	8	6	8.0	7.0	0.13559322033898305	-10.5
shuffle_Hsa-Mir-430-P20_pre_4	0	59	9	5	9.0	8.0	0.15254237288135594	-13.4
shuffle_Hsa-Mir-430-P20_pre_9	0	59	5	16	5.0	4.0	0.0847457627118644	-10.5
shuffle_Hsa-Mir-430-P21_pre_1	0	59	5	6	5.0	4.0	0.0847457627118644	-13.3
shuffle_Hsa-Mir-430-P21_pre_2	0	59	5	12	5.0	4.0	0.0847457627118644	-10.2
shuffle_Hsa-Mir-430-P21_pre_5	0	59	7	6	7.0	6.0	0.11864406779661017	-13.9
shuffle_Hsa-Mir-430-P21_pre_8	0	59	6	6	6.0	5.0	0.1016949152542373	-19.7
shuffle_Hsa-Mir-430-P21_pre_9	0	59	3	7	3.0	2.0	0.05084745762711865	-11.9
shuffle_Hsa-Mir-430-P22_pre_6	0	59	5	11	5.0	4.0	0.0847457627118644	-9.7
shuffle_Hsa-Mir-430-P23_pre_0	0	61	8	6	8.0	7.0	0.13114754098360656	-11.6
shuffle_Hsa-Mir-430-P23_pre_6	0	61	9	5	9.0	8.0	0.14754098360655737	-10.7
shuffle_Hsa-Mir-430-P23_pre_9	0	61	5	10	5.0	4.0	0.08196721311475409	-9.8
shuffle_Hsa-Mir-430-P24_pre_0	0	59	4	9	4.0	3.0	0.06779661016949153	-12.5
shuffle_Hsa-Mir-430-P25_pre_0	0	59	5	15	5.0	4.0	0.0847457627118644	-8.6
shuffle_Hsa-Mir-430-P25_pre_6	0	59	7	4	7.0	6.0	0.11864406779661017	-10.3
shuffle_Hsa-Mir-430-P26_pre_8	0	60	6	12	6.0	5.0	0.1	-9.3
shuffle_Hsa-Mir-430-P27_pre_3	0	59	4	8	4.0	3.0	0.06779661016949153	-7.5
shuffle_Hsa-Mir-430-P27_pre_5	0	59	5	4	5.0	4.0	0.0847457627118644	-13.9
shuffle_Hsa-Mir-430-P27_pre_7	0	59	5	10	5.0	4.0	0.0847457627118644	-7.8
shuffle_Hsa-Mir-430-P28_pre_1	0	59	4	14	4.0	3.0	0.06779661016949153	-9.4
shuffle_Hsa-Mir-430-P28_pre_9	0	59	8	9	8.0	7.0	0.13559322033898305	-7.3
shuffle_Hsa-Mir-430-P29a_pre_6	0	61	6	10	6.0	5.0	0.09836065573770492	-11.8
shuffle_Hsa-Mir-430-P29a_pre_9	0	61	5	18	5.0	4.0	0.08196721311475409	-10.5
shuffle_Hsa-Mir-430-P29b_pre_2	0	59	4	9	4.0	3.0	0.06779661016949153	-10.0
shuffle_Hsa-Mir-430-P29b_pre_4	0	59	7	4	7.0	6.0	0.11864406779661017	-12.1
shuffle_Hsa-Mir-430-P29c_pre_2	0	59	6	11	6.0	5.0	0.1016949152542373	-8.4
shuffle_Hsa-Mir-430-P29c_pre_5	0	59	8	5	8.0	7.0	0.13559322033898305	-14.5
shuffle_Hsa-Mir-430-P30_pre_1	0	62	6	8	6.0	5.0	0.0967741935483871	-7.6
shuffle_Hsa-Mir-430-P30_pre_5	0	62	5	7	5.0	4.0	0.08064516129032258	-4.4
shuffle_Hsa-Mir-430-P31a_pre_0	0	61	7	4	7.0	6.0	0.11475409836065574	-8.0
shuffle_Hsa-Mir-430-P31a_pre_1	0	61	3	10	3.0	2.0	0.04918032786885246	-4.4
shuffle_Hsa-Mir-430-P31a_pre_4	0	61	8	5	8.0	7.0	0.13114754098360656	-10.4
shuffle_Hsa-Mir-430-P31a_pre_6	0	61	8	6	8.0	7.0	0.13114754098360656	-8.9
shuffle_Hsa-Mir-430-P31b_pre_4	0	61	8	8	8.0	7.0	0.13114754098360656	-8.0
shuffle_Hsa-Mir-430-P31b_pre_6	0	61	5	7	5.0	4.0	0.08196721311475409	-11.7
shuffle_Hsa-Mir-430-P31b_pre_8	0	61	6	6	6.0	5.0	0.09836065573770492	-9.2
shuffle_Hsa-Mir-430-P33b_pre_2	0	60	4	17	4.0	3.0	0.06666666666666667	-13.0
shuffle_Hsa-Mir-430-P33b_pre_8	0	60	7	4	7.0	6.0	0.11666666666666667	-8.9
shuffle_Hsa-Mir-430-P34b_pre_5	0	63	7	14	7.0	6.0	0.1111111111111111	-7.8
shuffle_Hsa-Mir-430-P34b_pre_7	0	63	6	6	6.0	5.0	0.09523809523809523	-10.0
shuffle_Hsa-Mir-430-P34b_pre_8	0	63	5	10	5.0	4.0	0.07936507936507936	-10.2
shuffle_Hsa-Mir-430-P35_pre_1	0	55	7	6	7.0	6.0	0.12727272727272726	-5.0
shuffle_Hsa-Mir-430-P35_pre_5	0	55	4	3	4.0	3.0	0.07272727272727272	-5.0
shuffle_Hsa-Mir-430-P35_pre_8	0	55	7	8	7.0	6.0	0.12727272727272726	-10.5
shuffle_Hsa-Mir-430-P37a_pre_0	0	60	7	5	7.0	6.0	0.11666666666666667	-15.1
shuffle_Hsa-Mir-430-P37a_pre_4	0	60	7	8	7.0	6.0	0.11666666666666667	-10.9
shuffle_Hsa-Mir-430-P37a_pre_7	0	60	10	5	10.0	9.0	0.16666666666666666	-14.5
shuffle_Hsa-Mir-430-P37b_pre_0	0	60	4	8	4.0	3.0	0.06666666666666667	-12.3
shuffle_Hsa-Mir-430-P37b_pre_4	0	60	10	6	10.0	9.0	0.16666666666666666	-11.9
shuffle_Hsa-Mir-430-P37c_pre_1	0	59	5	7	5.0	4.0	0.0847457627118644	-12.2
shuffle_Hsa-Mir-430-P37c_pre_4	0	59	5	8	5.0	4.0	0.0847457627118644	-9.7
shuffle_Hsa-Mir-430-P38_pre_0	0	59	7	5	7.0	6.0	0.11864406779661017	-9.7
shuffle_Hsa-Mir-430-P38_pre_3	0	59	6	8	6.0	5.0	0.1016949152542373	-13.2
shuffle_Hsa-Mir-430-P38_pre_9	0	59	3	9	3.0	2.0	0.05084745762711865	-17.4
shuffle_Hsa-Mir-430-P39_pre_1	0	60	5	4	5.0	4.0	0.08333333333333333	-6.9
shuffle_Hsa-Mir-430-P39_pre_2	0	60	4	20	4.0	3.0	0.06666666666666667	-10.0
shuffle_Hsa-Mir-430-P39_pre_3	0	60	7	7	7.0	6.0	0.11666666666666667	-6.7
shuffle_Hsa-Mir-430-P40a_pre_2	0	61	7	6	7.0	6.0	0.11475409836065574	-9.0
shuffle_Hsa-Mir-430-P40a_pre_4	0	61	7	5	7.0	6.0	0.11475409836065574	-11.8
shuffle_Hsa-Mir-430-P40a_pre_7	0	61	6	10	6.0	5.0	0.09836065573770492	-12.6
shuffle_Hsa-Mir-430-P40a_pre_8	0	61	5	11	5.0	4.0	0.08196721311475409	-7.9
shuffle_Hsa-Mir-430-P40b_pre_0	0	61	4	25	4.0	3.0	0.06557377049180328	-11.0
shuffle_Hsa-Mir-430-P40b_pre_4	0	61	7	8	7.0	6.0	0.11475409836065574	-11.3
shuffle_Hsa-Mir-430-P40b_pre_5	0	61	6	13	6.0	5.0	0.09836065573770492	-10.9
shuffle_Hsa-Mir-430-P40b_pre_6	0	61	6	10	6.0	5.0	0.09836065573770492	-12.2
shuffle_Hsa-Mir-430-P40b_pre_7	0	61	3	16	3.0	2.0	0.04918032786885246	-11.2
shuffle_Hsa-Mir-430-P41a_pre_1	0	63	6	7	6.0	5.0	0.09523809523809523	-8.3
shuffle_Hsa-Mir-430-P41a_pre_4	0	63	10	3	10.0	9.0	0.15873015873015872	-8.7
shuffle_Hsa-Mir-430-P41b_pre_1	0	63	8	4	8.0	7.0	0.12698412698412698	-15.2
shuffle_Hsa-Mir-430-P41b_pre_4	0	63	4	6	4.0	3.0	0.06349206349206349	-14.4
shuffle_Hsa-Mir-430-P41b_pre_6	0	63	8	11	8.0	7.0	0.12698412698412698	-10.1
shuffle_Hsa-Mir-431_pre_6	0	64	6	15	6.0	5.0	0.09375	-12.6
shuffle_Hsa-Mir-432_pre_2	0	69	6	7	6.0	5.0	0.08695652173913043	-18.7
shuffle_Hsa-Mir-432_pre_8	0	69	4	18	4.0	3.0	0.057971014492753624	-14.6
shuffle_Hsa-Mir-433_pre_4	0	74	12	4	12.0	11.0	0.16216216216216217	-14.9
shuffle_Hsa-Mir-433_pre_5	0	74	6	9	6.0	5.0	0.08108108108108109	-19.8
shuffle_Hsa-Mir-433_pre_8	0	74	8	5	8.0	7.0	0.10810810810810811	-19.3
shuffle_Hsa-Mir-448_pre_4	0	79	6	10	6.0	5.0	0.0759493670886076	-22.1
shuffle_Hsa-Mir-448_pre_7	0	79	10	6	10.0	9.0	0.12658227848101267	-17.1
shuffle_Hsa-Mir-450-P2_pre_1	0	57	7	6	7.0	6.0	0.12280701754385964	-6.1
shuffle_Hsa-Mir-450-P2_pre_3	0	57	3	3	3.0	2.0	0.05263157894736842	-8.0
shuffle_Hsa-Mir-450-P2_pre_5	0	57	5	6	5.0	4.0	0.08771929824561403	-6.3
shuffle_Hsa-Mir-450-P2_pre_7	0	57	5	8	5.0	4.0	0.08771929824561403	-6.6
shuffle_Hsa-Mir-450-P3_pre_2	0	58	6	9	6.0	5.0	0.10344827586206896	-7.8
shuffle_Hsa-Mir-450-P3_pre_4	0	58	5	11	5.0	4.0	0.08620689655172414	-5.1
shuffle_Hsa-Mir-451_pre_2	0	42	3	3	3.0	2.0	0.07142857142857142	-7.4
shuffle_Hsa-Mir-451_pre_3	0	42	4	4	4.0	3.0	0.09523809523809523	-7.8
shuffle_Hsa-Mir-451_pre_8	0	42	3	4	3.0	2.0	0.07142857142857142	-4.1
shuffle_Hsa-Mir-452-v1_pre_0	0	61	6	8	6.0	5.0	0.09836065573770492	-7.2
shuffle_Hsa-Mir-452-v1_pre_2	0	61	7	4	7.0	6.0	0.11475409836065574	-8.4
shuffle_Hsa-Mir-452-v1_pre_5	0	61	4	11	4.0	3.0	0.06557377049180328	-11.1
shuffle_Hsa-Mir-455-v1_pre_4	0	58	5	14	5.0	4.0	0.08620689655172414	-17.1
shuffle_Hsa-Mir-455-v1_pre_7	0	58	6	13	6.0	5.0	0.10344827586206896	-10.2
shuffle_Hsa-Mir-455-v1_pre_8	0	58	6	7	6.0	5.0	0.10344827586206896	-9.8
